-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286,-44.23151286
-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199,-35.83994199
-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948,-28.30746948
-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814,-24.33666814
-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255,-21.62374255
-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483,-19.56161483
-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426,-17.89851426
-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918,-16.5054918
-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832,-15.30759832
-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458,-14.25739458
