1.01,6.30E-09
14.49,3.70E-10
13.82,1.47E-10
8.88,1.23E-10
6.78,1.05E-10
9.62,9.70E-11
13.44,9.50E-11
11.65,8.70E-11
1.98,7.10E-11
13.07,5.30E-11
5.8,4.50E-11
14.87,3.70E-11
