1.01,2.18E-07
14.5,8.10E-09
10.67,4.46E-09
8.73,4.32E-09
6.78,3.50E-09
1.99,2.96E-09
9.63,2.92E-09
11.65,2.70E-09
14.88,1.90E-09
11.95,1.77E-09
7.76,1.51E-09
6.33,1.25E-09
